Site ID,Which folder?,Shared sites,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
INNCY153,Strategic counts,0,Amhurst Park,Hackney,Inner,A Road,1,533370.7232,187914.2893,51.574324,-0.076832286
INNCY154,Strategic counts,0,Pentonville Road,Islington,Inner,A Road,1,531062.9801,183097.2482,51.531577,-0.11191096
INNCY155,Strategic counts,0,Victoria Park Road,Hackney,Inner,A Road,1,535020.3703,183725.9283,51.536289,-0.054643902
INNCY156,Strategic counts,0,Pembury Road,Hackney,Inner,A Road,1,534669.5924,185274.0651,51.550292,-0.059109355
INNCY157,Strategic counts,0,Camden Road,Islington,Inner,A Road,1,529863.5875,185048.4497,51.549387,-0.12846747
INNCY158,Strategic counts,0,Canonbury Road,Islington,Inner,A Road,1,532090.257,184179.0286,51.541061,-0.096693764
INNCY159,Strategic counts,0,Essex Road (Islington),Islington,Inner,A Road,1,531823.4303,183744.0331,51.537214,-0.1007043
INNCY160,Strategic counts,0,Lower Clapton Road,Hackney,Inner,A Road,1,534871.0028,186060.0001,51.557307,-0.055896641
INNCY161,Strategic counts,0,St. Paul's Road,Islington,Inner,A Road,1,532354.7338,184867.5915,51.547182,-0.0926307
INNCY162,Strategic counts,QWPCY112,Cambridge Heath Road,Tower Hamlets,Inner,A Road,1,534954.3356,182008.7398,51.520875,-0.056252198
INNCY163,Strategic counts,0,Mare Street,Hackney,Inner,A Road,1,534952.5382,184467.6659,51.542973,-0.055339514
INNCY164,Strategic counts,0,Dalston Lane,Hackney,Inner,A Road,1,533992.2029,184966.2732,51.547685,-0.068984713
INNCY165,Strategic counts,0,Southampton Road,Camden,Inner,B Road,1,527821.6652,185339.5464,51.552468,-0.1577957
INNCY166,Strategic counts,0,Lisson Grove,Westminster,Inner,B Road,1,527290.576,182093.6255,51.523417,-0.16662286
INNCY167,Strategic counts,0,Ebury Bridge Road,Westminster,Inner,B Road,1,528505.5847,178280.9469,51.488875,-0.15050757
INNCY168,Strategic counts,0,Ladbroke Grove (south),Kensington & Chelsea,Inner,B Road,1,524531.2839,180858.529,51.512932,-0.20680614
INNCY169,Strategic counts,0,Grosvenor Crescent,Westminster,Inner,B Road,1,528262.5038,179616.5845,51.500937,-0.15352048
INNCY170,Strategic counts,0,Stoke Newington Church Street,Hackney,Inner,B Road,1,533260.9155,186558.9273,51.562165,-0.078932396
INNCY171,Strategic counts,0,Columbia Road,Tower Hamlets,Inner,B Road,1,533795.7808,182807.1912,51.528331,-0.072643909
INNCY172,Strategic counts,0,Copenhagen Street,Islington,Inner,B Road,1,530494.6975,183680.1414,51.536948,-0.11987903
INNCY173,Strategic counts,0,Cannon Street,Tower Hamlets,Inner,B Road,1,534645.6075,180959.5301,51.511522,-0.061103541
INNCY174,Strategic counts,0,Rolls Road,Southwark,Inner,B Road,1,534157.5659,178354.8457,51.488229,-0.069121198
INNCY175,Strategic counts,0,Southampton Way,Southwark,Inner,B Road,1,533433.8556,177076.3517,51.476915,-0.080025127
INNCY176,Strategic counts,0,Rectory Lane,Wandsworth,Inner,B Road,1,528275.2012,171182.8287,51.425139,-0.15639045
INNCY177,Strategic counts,0,Bellevue Road,Wandsworth,Inner,B Road,1,527504.9641,173398.3445,51.445227,-0.1666766
INNCY178,Strategic counts,0,Windmill Road,Wandsworth,Inner,B Road,1,526754.6636,174404.5765,51.454437,-0.17710275
INNCY179,Strategic counts,0,Sydney Street,Kensington & Chelsea,Inner,B Road,1,527154.6809,178279.5273,51.489171,-0.16995593
INNCY180,Strategic counts,0,Porchester Road,Westminster,Inner,B Road,1,525745.9875,181488.6087,51.518325,-0.18909629
INNCY181,Strategic counts,0,Gordon House Road,Camden,Inner,B Road,1,528298.6832,185645.8487,51.55511,-0.15080813
INNCY182,Strategic counts,0,North Road,Haringey,Inner,B Road,1,528319.469,187583.2441,51.572521,-0.14979857
INNCY183,Strategic counts,0,Queensbridge Road,Hackney,Inner,B Road,1,533928.9633,183824.3701,51.537438,-0.070341338
INNCY184,Strategic counts,CGRCY103,Shepherdess Walk,Hackney,Inner,B Road,1,532371.7598,183191.3113,51.532117,-0.09301538
INNCY185,Strategic counts,0,Dunbridge Street,Tower Hamlets,Inner,B Road,1,534433.2725,182320.7705,51.523803,-0.063638006
INNCY186,Strategic counts,0,Globe Road,Tower Hamlets,Inner,B Road,1,535445.0651,182472.0272,51.524927,-0.049001432
INNCY187,Strategic counts,0,Sternhold Avenue,Lambeth,Inner,B Road,1,530143.1611,172778.4119,51.439056,-0.12895209
INNCY188,Strategic counts,0,Sanford Street,Lewisham,Inner,B Road,1,536120.9046,177518.875,51.480248,-0.041187612
INNCY189,Strategic counts,0,Milkwood Road,Lambeth,Inner,B Road,1,531892.6476,174903.1837,51.457748,-0.10301167
INNCY190,Strategic counts,0,Royal Hospital Road,Kensington & Chelsea,Inner,B Road,1,527831.4438,178032.8679,51.486799,-0.16029964
INNCY191,Strategic counts,0,Palace Gate,Kensington & Chelsea,Inner,B Road,1,526141.1898,179590.3121,51.50118,-0.18407039
INNCY192,Strategic counts,0,Paddenswick Road,Hammersmith & Fulham,Inner,B Road,1,522431.1679,179259.0169,51.49902,-0.23760775
INNCY193,Strategic counts,0,Kensington Park Road,Kensington & Chelsea,Inner,B Road,1,524946.9751,180711.1012,51.511519,-0.20088088
INNCY194,Strategic counts,0,Mortimer Road,Brent,Inner,B Road,1,523687.3772,182956.6085,51.531972,-0.21822669
INNCY195,Strategic counts,0,Manor Road,Hackney,Inner,B Road,1,533604.6933,186929.6512,51.565417,-0.073831842
INNCY196,Strategic counts,0,Liverpool Road,Islington,Inner,B Road,1,531386.3101,184379.5312,51.543023,-0.10676467
INNCY197,Strategic counts,0,Southgate Road,Hackney,Inner,B Road,1,532963.6398,184553.3414,51.544217,-0.083971731
INNCY198,Strategic counts,0,Albion Road,Hackney,Inner,B Road,1,532948.8399,186396.9237,51.560783,-0.083491928
INNCY199,Strategic counts,0,Kings Avenue,Lambeth,Inner,B Road,1,529999.0456,174160.9962,51.451509,-0.13051555
INNCY200,Strategic counts,0,Atlantic Road,Lambeth,Inner,B Road,1,531325.7831,175231.2398,51.460828,-0.11104627
INNCY201,Strategic counts,0,Brockley Road,Lewisham,Inner,B Road,1,536492.6166,175848.5531,51.465151,-0.036478483
INNCY202,Strategic counts,0,North End Road,Hammersmith & Fulham,Inner,B Road,1,524876.3644,177885.3501,51.486138,-0.20288834
INNCY203,Strategic counts,0,Lower Richmond Road,Wandsworth,Inner,B Road,1,523193.1599,175871.5665,51.468406,-0.22781655
INNCY204,Strategic counts,0,Bedford Hill,Wandsworth,Inner,B Road,1,528767.1675,172952.0722,51.440934,-0.14867496
INNCY205,Strategic counts,CGRCY013,Exhibition Road,Westminster,Inner,Minor Road,1,526818.2824,179438.9354,51.499663,-0.1743767
INNCY206,Strategic counts,0,Highgate West Hill,Camden,Inner,Minor Road,1,528211.0299,187202.1932,51.569122,-0.15149499
INNCY207,Strategic counts,0,East Acton Lane,Ealing,Inner,Minor Road,1,520998.3577,180414.3462,51.509709,-0.2578459
INNCY208,Strategic counts,0,South Africa Road,Hammersmith & Fulham,Inner,Minor Road,1,523190.942,180795.797,51.51266,-0.22614294
INNCY209,Strategic counts,0,Circus Road,Westminster,Inner,Minor Road,1,526778.6567,183138.6664,51.532923,-0.17362306
INNCY210,Strategic counts,QWPCY211,Barnsbury Road,Islington,Inner,Minor Road,1,531110.859,183608.862,51.536158,-0.11102927
INNCY211,Strategic counts,0,Campbell Road,Tower Hamlets,Inner,Minor Road,1,537451.0968,182568.9094,51.525306,-0.020066665
INNCY212,Strategic counts,QWPCY212,Drayton Park,Islington,Inner,Minor Road,1,531454.1505,185633.4522,51.554276,-0.10531654
INNCY213,Strategic counts,0,Wapping High Street,Tower Hamlets,Inner,Minor Road,1,535126.8223,180311.5556,51.505584,-0.054424515
INNCY214,Strategic counts,0,Stoke Newington Church Street,Hackney,Inner,Minor Road,1,532781.5394,186342.1894,51.560337,-0.085919992
INNCY215,Strategic counts,0,Lauriston Road,Hackney,Inner,Minor Road,1,535666.915,183990.6725,51.538515,-0.045233511
INNCY216,Strategic counts,CGRCY132,Plumbers Row,Tower Hamlets,Inner,Minor Road,1,534234.7726,181558.2887,51.517003,-0.066794696
INNCY217,Strategic counts,0,Surrey Quays Road,Southwark,Inner,Minor Road,1,535803.6593,179156.9161,51.495043,-0.04512023
INNCY218,Strategic counts,0,Brixton Water Lane,Lambeth,Inner,Minor Road,1,530859.9289,174630.9117,51.455535,-0.11797235
INNCY219,Strategic counts,0,Peckham Rye,Southwark,Inner,Minor Road,1,534610.7969,175437.6208,51.461908,-0.063710988
INNCY220,Strategic counts,0,Wickham Road,Lewisham,Inner,Minor Road,1,537036.3949,176326.4063,51.469315,-0.028466987
INNCY221,Strategic counts,0,Sydenham Hill,Southwark,Inner,Minor Road,1,534063.2836,172109.4334,51.432131,-0.072839762
INNCY222,Strategic counts,0,Gipsy Road,Lambeth,Inner,Minor Road,1,532959.3359,171502.2572,51.426936,-0.088939336
INNCY223,Strategic counts,0,Blackshaw Road,Wandsworth,Inner,Minor Road,1,527107.5522,170997.5117,51.423739,-0.17324705
INNCY224,Strategic counts,0,Aboyne Road,Wandsworth,Inner,Minor Road,1,526607.5222,172386.2842,51.436334,-0.17993851
INNCY225,Strategic counts,0,Beaufort Street,Kensington & Chelsea,Inner,Minor Road,1,526732.8471,177787.3881,51.484844,-0.17620724
INNCY226,Strategic counts,0,Plough Road,Wandsworth,Inner,Minor Road,1,526772.9923,175419.7659,51.463554,-0.17648031
INNCY227,Strategic counts,0,Elgin Avenue,Westminster,Inner,Minor Road,1,525454.9616,182411.0046,51.526685,-0.19295974
INNCY228,Strategic counts,0,Salusbury Road,Brent,Inner,Minor Road,1,524305.732,183872.6962,51.540069,-0.2089987
INNCY229,Strategic counts,0,Ebury Bridge,Westminster,Inner,Minor Road,1,528623.9838,178439.6514,51.490277,-0.14875106
INNCY230,Strategic counts,0,Prince of Wales Road,Camden,Inner,Minor Road,1,528615.4667,184685.4236,51.54641,-0.14658892
INNCY231,Strategic counts,0,Hazellville Road,Islington,Inner,Minor Road,1,530002.5333,187302.8344,51.569611,-0.12563126
INNCY232,Strategic counts,0,Riversdale Road,Islington,Inner,Minor Road,1,532319.9479,186331.2325,51.560346,-0.092584875
INNCY233,Strategic counts,0,Wapping Lane,Tower Hamlets,Inner,Minor Road,1,534827.8564,180557.1453,51.507866,-0.058636042
INNCY234,Strategic counts,0,St. James's Road,Southwark,Inner,Minor Road,1,534354.8702,179285.9092,51.496548,-0.065931464
INNCY235,Strategic counts,0,Leigham Court Road,Lambeth,Inner,Minor Road,1,530349.1144,172579.6089,51.43722,-0.12606316
INNCY236,Strategic counts,0,Asylum Road,Southwark,Inner,Minor Road,1,534935.2235,177128.8167,51.477027,-0.058390536
INNCY237,Strategic counts,0,Emmanuel Road,Lambeth,Inner,Minor Road,1,529665.0135,173114.9656,51.442185,-0.13570246
INNCY238,Strategic counts,0,Prince of Wales Drive,Wandsworth,Inner,Minor Road,1,527849.4015,176717.3944,51.474977,-0.16051611
INNCY239,Strategic counts,0,Fernhead Road,Westminster,Inner,Minor Road,1,524751.0725,183027.6181,51.532376,-0.20287021
INNCY240,Strategic counts,0,West Heath Road,Camden,Inner,Minor Road,1,525984.2121,186308.9189,51.561589,-0.18393001
INNCY241,Strategic counts,0,Bramley Road,Kensington & Chelsea,Inner,Minor Road,1,523766.9585,180867.8864,51.513181,-0.21782146
INNCY242,Strategic counts,0,Tollington Park,Islington,Inner,Minor Road,1,530882.7101,187055.5852,51.567187,-0.11303328
INNCY243,Strategic counts,0,Englefield Road,Hackney,Inner,Minor Road,1,533163.2692,184400.4552,51.542795,-0.081147167
INNCY244,Strategic counts,0,North Road,Islington,Inner,Minor Road,1,530379.6212,185042.5814,51.549214,-0.12103206
INNCY245,Strategic counts,0,Waterden Road,Hackney,Inner,Minor Road,1,537333.8355,185014.0495,51.547314,-0.020813228
INNCY246,Strategic counts,0,Marsh Wall,Tower Hamlets,Inner,Minor Road,1,537884.9766,179761.4131,51.499976,-0.014925965
INNCY247,Strategic counts,0,Lawrie Park Road,Bromley,Inner,Minor Road,1,534931.4061,170798.2588,51.420144,-0.060859718
INNCY248,Strategic counts,0,Herne Hill Road,Lambeth,Inner,Minor Road,1,532053.5994,175739.9842,51.465224,-0.10038376
INNCY249,Strategic counts,0,Munster Road,Hammersmith & Fulham,Inner,Minor Road,1,524190.2847,177323.4909,51.481238,-0.2129606
INNCY250,Strategic counts,0,Queens Road,Merton,Inner,Minor Road,1,525951.5781,171102.3317,51.42494,-0.18982721
INNCY251,Strategic counts,CGRCY009,Hamilton Terrace,Westminster,Inner,Local Street,1,526466.2761,182582.1956,51.527996,-0.17831821
INNCY252,Strategic counts,0,Derry Street,Kensington & Chelsea,Inner,Local Street,1,525663.7595,179543.0156,51.500864,-0.19096999
INNCY253,Strategic counts,0,Coningham Road,Hammersmith & Fulham,Inner,Local Street,1,522567.7885,180046.9014,51.506064,-0.2353763
INNCY254,Strategic counts,0,Fellows Road,Camden,Inner,Local Street,1,527612.9909,184480.1024,51.544795,-0.16111979
INNCY255,Strategic counts,0,Addison Avenue,Kensington & Chelsea,Inner,Local Street,1,524187.267,180078.1524,51.505998,-0.21203529
INNCY256,Strategic counts,CGRCY016,Lowndes Street,Kensington & Chelsea,Inner,Local Street,1,527978.3461,179378.9926,51.498862,-0.15769604
INNCY257,Strategic counts,0,Marloes Road,Kensington & Chelsea,Inner,Local Street,1,525592.349,178907.2276,51.495164,-0.19221851
INNCY258,Strategic counts,0,Addison Gardens,Kensington & Chelsea,Inner,Local Street,1,523985.8813,179644.9564,51.502142,-0.21509671
INNCY259,Strategic counts,0,Maitland Park Road,Camden,Inner,Local Street,1,527966.8359,184667.7587,51.546396,-0.15594971
INNCY260,Strategic counts,0,Northwood Road,Haringey,Inner,Local Street,1,528991.3755,187828.9638,51.574569,-0.14001746
INNCY261,Strategic counts,0,Lyncroft Gardens,Camden,Inner,Local Street,1,525454.7472,185460.5717,51.554086,-0.19187403
INNCY262,Strategic counts,0,Wakeman Road,Brent,Inner,Local Street,1,523361.5736,182732.3827,51.53003,-0.22300251
INNCY263,Strategic counts,0,Brackenbury Road,Hammersmith & Fulham,Inner,Local Street,1,522776.7102,179470.0565,51.500842,-0.23256674
INNCY264,Strategic counts,0,Boltons Place,Kensington & Chelsea,Inner,Local Street,1,526055.8452,178390.0756,51.490415,-0.18573698
INNCY265,Strategic counts,0,Croftdown Road,Camden,Inner,Local Street,1,528667.6002,186282.9963,51.56075,-0.14525575
INNCY266,Strategic counts,0,Trussley Road,Hammersmith & Fulham,Inner,Local Street,1,523238.3676,179250.9092,51.498764,-0.22599094
INNCY267,Strategic counts,0,Malvern Road,Brent,Inner,Local Street,1,525008.0875,182937.414,51.531511,-0.19919895
INNCY268,Strategic counts,0,The Approach,Ealing,Inner,Local Street,1,520965.262,181134.3601,51.516187,-0.25807437
INNCY269,Strategic counts,0,York Gate,Westminster,Inner,Local Street,1,528259.9561,182116.409,51.523404,-0.15265502
INNCY270,Strategic counts,0,Kensal Road,Kensington & Chelsea,Inner,Local Street,1,524064.7536,182331.8273,51.526273,-0.21301435
INNCY271,Strategic counts,0,Park Village East,Camden,Inner,Local Street,1,529002.6877,183062.2582,51.531737,-0.14160525
INNCY272,Strategic counts,0,Dalmeny Road,Islington,Inner,Local Street,1,529754.2085,185729.6747,51.555532,-0.12978761
INNCY273,Strategic counts,0,Northchurch Road,Islington,Inner,Local Street,1,532789.9411,184311.7106,51.542083,-0.086570659
INNCY274,Strategic counts,0,Churchill Place,Tower Hamlets,Inner,Local Street,1,537939.9547,180244.6548,51.504303,-0.013945403
INNCY275,Strategic counts,0,Highbury Hill,Islington,Inner,Local Street,1,531439.936,186056.1812,51.558081,-0.10537481
INNCY276,Strategic counts,0,Hanbury Street,Tower Hamlets,Inner,Local Street,1,534071.372,181882.306,51.519953,-0.069019292
INNCY277,Strategic counts,0,Hassett Road,Hackney,Inner,Local Street,1,536190.0559,184867.3015,51.54627,-0.037343675
INNCY278,Strategic counts,QWPCY149,Wolseley Street,Southwark,Inner,Local Street,1,534020.6814,179714.5465,51.500483,-0.070577219
INNCY279,Strategic counts,0,Newell Street,Tower Hamlets,Inner,Local Street,1,536747.6117,180886.4311,51.510362,-0.030860248
INNCY280,Strategic counts,0,Rotherhithe Street,Southwark,Inner,Local Street,1,536511.1021,179595.6805,51.498818,-0.034758087
INNCY281,Strategic counts,0,Three Mill Lane,Tower Hamlets,Inner,Local Street,1,538238.599,182796.9342,51.527163,-0.008640186
INNCY282,Strategic counts,0,Ottaway Street,Hackney,Inner,Local Street,1,534237.3451,186088.582,51.55771,-0.065025709
INNCY283,Strategic counts,0,Lagado Mews,Southwark,Inner,Local Street,1,535791,180212,51.504536,-0.044886905
INNCY284,Strategic counts,0,Goldington Crescent,Camden,Inner,Local Street,1,529647.0722,183435.4414,51.534941,-0.13217455
INNCY285,Strategic counts,0,Vartry Road,Haringey,Inner,Local Street,1,533177.1704,188073.0039,51.575799,-0.079555413
INNCY286,Strategic counts,0,Downs Park Road,Hackney,Inner,Local Street,1,534668.3309,185528.2923,51.552575,-0.059026613
INNCY287,Strategic counts,0,Mastmaker Road,Tower Hamlets,Inner,Local Street,1,537464.4373,179820.956,51.500609,-0.020949962
INNCY288,Strategic counts,0,Kerbey Street,Tower Hamlets,Inner,Local Street,1,537780.5117,181169.43,51.512654,-0.015873724
INNCY289,Strategic counts,0,Pendennis Road,Lambeth,Inner,Local Street,1,530198.6503,171993.4766,51.431989,-0.12844959
INNCY290,Strategic counts,QWPCY120,Aldebert Terrace,Lambeth,Inner,Local Street,1,530501.8295,177040.6119,51.477275,-0.12223305
INNCY291,Strategic counts,0,Leigham Vale,Lambeth,Inner,Local Street,1,530932.535,172268.178,51.434291,-0.1177953
INNCY292,Strategic counts,0,Brayards Road,Southwark,Inner,Local Street,1,534762.8193,176242.8203,51.469106,-0.061217724
INNCY293,Strategic counts,0,Breakspears Road,Lewisham,Inner,Local Street,1,537067.4541,176009.3971,51.466459,-0.028143781
INNCY294,Strategic counts,0,Crystal Palace Park (Sydenham),Bromley,Inner,Local Street,1,534728.0252,171083.857,51.422753,-0.063669152
INNCY295,Strategic counts,QWPCY204,John Ruskin Street,Southwark,Inner,Local Street,1,531775.188,177388.193,51.480107,-0.10376904
INNCY296,Strategic counts,0,Fawnbrake Avenue,Lambeth,Inner,Local Street,1,531928.9094,174814.5091,51.45694,-0.10252698
INNCY297,Strategic counts,0,McNeil Road,Southwark,Inner,Local Street,1,533104.8035,176239.6612,51.469471,-0.085074717
INNCY298,Strategic counts,0,Dulwich Park (Court Lane Gate),Southwark,Inner,Local Street,1,533669.1779,173835.8493,51.447734,-0.077853081
INNCY299,Strategic counts,0,Leander Road,Lambeth,Inner,Local Street,1,530955.7118,174468.5282,51.454057,-0.11665137
INNCY300,Strategic counts,0,Elmira Street,Lewisham,Inner,Local Street,1,537889.2805,175564.3445,51.462261,-0.016491099
INNCY301,Strategic counts,0,Bellenden Road,Southwark,Inner,Local Street,1,534046.0597,176655.4921,51.472987,-0.071363192
INNCY302,Strategic counts,0,Lambert Road,Lambeth,Inner,Local Street,1,530339.8552,174664.9519,51.45596,-0.12543973
INNCY303,Strategic counts,0,Spa Road,Southwark,Inner,Local Street,1,534123.992,179234.284,51.496145,-0.069276509
INNCY304,Strategic counts,0,Lots Road,Kensington & Chelsea,Inner,Local Street,1,526281.9165,176981.6088,51.477702,-0.1829869
INNCY305,Strategic counts,0,Ravensbury Road,Merton,Inner,Local Street,1,525476.0854,172823.1291,51.440512,-0.19604639
INNCY306,Strategic counts,0,Culvert Road,Wandsworth,Inner,Local Street,1,528067.9864,176263.4644,51.470848,-0.1575433
INNCY307,Strategic counts,0,Keswick Road,Wandsworth,Inner,Local Street,1,524451.6613,174765.2732,51.458191,-0.21010388
INNCY308,Strategic counts,QWPCY195,Telegraph Road (by Tibbet's Corner),Wandsworth,Inner,Local Street,1,523242.2016,173722.4117,51.449082,-0.22785967
INNCY309,Strategic counts,0,Montague Road,Merton,Inner,Local Street,1,525512.4627,170413.8388,51.418846,-0.1963818
INNCY310,Strategic counts,0,Star Road,Hammersmith & Fulham,Inner,Local Street,1,524522.6183,177971.1056,51.486988,-0.20795377
INNCY311,Strategic counts,0,West Side Common,Merton,Inner,Local Street,1,523199.0799,171200.2537,51.426425,-0.22935485
INNCY312,Strategic counts,0,Battersea Park (Sun Gate),Wandsworth,Inner,Local Street,1,527666.254,176725.4721,51.47509,-0.16314675
INNCY313,Strategic counts,0,Ranelagh Gardens,Hammersmith & Fulham,Inner,Local Street,1,524536.6349,175823.9702,51.467681,-0.20850876
